Name,Q_P_C_Stare_rate,H_o_h_h_t_p,H_o_h_h_p_f_s,H_p_w_a,H_o_p_b_g_bed,H_o_p_b_bathing,H_o_p_breath,H_o_p_drugs_c,H_o_p_a_hosp,H_o_p_r_u_h_care_ER,C_s_i,H_o_p_r_action,P_r_e,A_l_Term,DTC_num,DTC_dem,DTC_Rate,DTC_Standard_Rate,DTC_Standard_Rate_limit_l,DTC_Standard_Rate_limit_u,PPR_num,PPR_dem,PPR_Rate,PPR_Standard_Rate,PPR_Standard_Rate_limit_l,PPR_Standard_Rate_limit_u,PPH_num,PPH_dem,PPH_Rate,PPH_Standard_Rate,PPH_Standard_Rate_limit_l,PPH_Standard_Rate_limit_u,medical_spends,Nr_of_episods
277,5.0,100.0,95.4,96.7,92.5,99.1,91.6,96.9,11.1,14.6,0.0,99.8,0.2,100.0,399.0,458.0,87.12,89.33,86.27,92.06,4.0,185.0,2.16,3.71,2.64,5.2,15.0,290.0,5.17,7.46,5.08,10.85,0.8,635.0
278,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,31.0,32.0,96.88,87.29,77.67,91.32,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,12.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.76,87.0
279,3.0,99.3,55.0,82.3,66.1,94.0,80.9,70.6,10.4,8.2,0.0,97.4,0.0,100.0,211.0,216.0,97.69,91.09,88.28,92.62,6.790304810870364,1.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,2.0,140.0,1.43,7.05,4.25,12.18,0.77,469.0
280,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,10.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,10.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
281,4.5,82.6,75.64782343987824,98.3,100.0,100.0,85.55988805970148,100.0,16.4,10.3,0.0,100.0,0.0,100.0,106.0,116.0,91.38,90.29,84.61,94.0,6.790304810870364,8.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,0.0,20.0,0.0,8.64,4.52,15.56,0.92,254.0
282,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
283,2.5,95.8,67.7,72.1,75.5,77.7,81.0,66.5,13.8,20.2,1.0,98.5,0.8,99.8,708.0,826.0,85.71,86.21,83.58,88.4,22.0,440.0,5.0,4.64,3.52,6.13,18.0,408.0,4.41,6.7,4.76,9.66,0.86,979.0
284,4.0,98.2,68.7,87.6,89.9,89.7,93.4,80.0,12.4,16.9,0.3,95.5,1.4,98.4,299.0,387.0,77.26,82.6,78.33,87.17,2.0,164.0,1.22,3.43,2.39,4.86,26.0,231.0,11.26,10.34,7.73,13.9,0.96,782.0
285,3.5,99.4,60.5,80.8,84.0,83.6,87.1,78.9,12.5,16.0,0.9,96.7,0.6,98.3,803.0,1023.0,78.49,85.16,82.57,87.48,15.0,535.0,2.8,3.42,2.53,4.56,42.0,516.0,8.14,7.12,5.55,9.04,0.95,1408.0
286,4.0,97.5,79.4,84.5,90.1,82.3,93.4,83.4,13.655686274509806,11.769379084967321,0.5,96.0,0.8,99.9,298.3913561847988,17.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,6.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,6.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.78,32.0
287,4.0,98.1,88.5,86.2,91.1,90.6,92.9,89.2,15.4,11.4,0.1,98.2,1.4,98.5,610.0,852.0,71.6,75.41,71.98,78.34,7.0,216.0,3.24,3.84,2.7,5.45,46.0,450.0,10.22,10.27,8.08,12.82,1.06,1577.0
288,3.5,99.3,81.1,86.5,86.4,90.1,92.8,85.8,17.0,12.0,0.3,97.7,0.7,99.4,895.0,1178.0,75.98,79.94,77.48,82.5,19.0,583.0,3.26,3.94,2.86,5.12,76.0,528.0,14.39,13.28,10.92,16.29,1.03,2066.0
289,3.0,99.8,79.9,74.1,74.8,73.9,80.9,68.1,8.6,16.0,0.2,97.7,0.3,100.0,138.0,252.0,54.76,60.63,54.23,66.65,2.0,101.0,1.98,3.57,2.47,5.25,16.0,149.0,10.74,9.83,6.61,13.73,0.84,499.0
290,3.5,97.0,78.2,83.7,88.9,88.4,91.9,78.7,14.1,13.7,0.0,98.5,0.5,99.5,176.0,219.0,80.37,83.97,78.17,88.65,2.0,84.0,2.38,3.78,2.48,5.48,13.0,127.0,10.24,10.57,6.95,15.94,0.95,353.0
291,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
292,3.5,92.3,86.5,85.7,93.6,89.2,84.7,79.7,9.2,7.4,0.0,98.1,0.6,99.4,92.0,107.0,85.98,86.19,78.72,91.53,0.0,20.0,0.0,3.76,2.65,5.41,2.0,105.0,1.9,6.73,4.06,11.21,0.83,103.0
293,5.0,96.7,59.0,95.6,92.7,94.1,97.0,97.9,9.7,16.8,0.2,96.9,1.7,100.0,433.0,554.0,78.16,91.67,87.77,95.4,23.0,420.0,5.48,4.26,3.26,5.72,28.0,290.0,9.66,7.69,5.69,10.14,0.9,673.0
294,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
295,3.5,97.7,80.0,83.1,85.9,83.7,94.2,82.2,16.6,14.6,0.1,98.6,0.7,100.0,189.0,235.0,80.43,83.37,77.78,88.08,0.0,47.0,0.0,3.66,2.44,5.26,11.0,95.0,11.58,12.56,7.83,19.05,1.04,284.0
296,4.5,99.4,68.0,86.3,90.7,94.3,95.9,86.6,14.0,16.2,0.0,99.9,0.2,99.5,672.0,837.0,80.29,86.51,83.38,89.17,26.0,501.0,5.19,4.51,3.41,6.03,47.0,449.0,10.47,9.54,7.32,11.98,0.96,1174.0
297,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,15.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,1.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
298,5.0,99.8,96.8,100.0,100.0,100.0,96.6,100.0,12.4,16.8,1.0,99.5,2.2,98.1,301.0,392.0,76.79,83.17,78.63,86.97,7.0,158.0,4.43,4.1,2.82,5.83,21.0,223.0,9.42,9.99,7.02,13.82,0.98,513.0
299,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
300,4.5,96.6,97.0,93.0,89.2,96.5,91.0,77.3,11.0,6.5,0.0,97.7,0.4,100.0,748.0,862.0,86.77,93.39,90.75,95.71,10.0,256.0,3.91,3.84,2.72,5.3,22.0,430.0,5.12,6.53,4.75,8.78,0.84,1152.0
301,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,2.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.7,54.0
302,4.0,84.2,60.6,88.4,93.4,92.6,89.5,83.5,8.8,19.0,0.4,91.8,0.3,98.3,227.0,364.0,62.36,70.64,65.02,76.09,5.0,182.0,2.75,3.58,2.56,5.03,22.0,166.0,13.25,11.25,7.9,16.02,0.96,348.0
303,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
304,5.0,99.7,99.0,100.0,100.0,100.0,92.0,100.0,14.5,8.7,0.0,98.7,0.0,100.0,276.0,430.0,64.19,75.82,70.42,81.09,9.0,136.0,6.62,4.27,3.14,6.02,21.0,215.0,9.77,7.68,5.46,10.43,1.05,622.0
305,4.0,94.0,71.0,88.4,91.1,93.7,96.8,84.7,16.1,21.4,0.0,99.2,0.8,100.0,272.0,362.0,75.14,81.2,76.65,85.19,14.0,197.0,7.11,4.56,3.28,6.04,28.0,195.0,14.36,12.52,9.03,16.2,1.04,440.0
306,4.0,95.3,79.7,89.6,91.4,88.2,92.7,82.7,12.5,14.9,0.0,93.8,0.7,99.9,860.0,1156.0,74.39,82.21,79.61,84.7,14.0,427.0,3.28,3.56,2.64,4.76,51.0,560.0,9.11,7.92,6.31,9.92,0.96,1904.0
307,4.0,87.1,70.2,87.4,94.6,90.3,98.4,84.3,11.9,12.1,0.4,99.2,1.1,98.9,332.0,412.0,80.58,85.61,81.14,88.78,11.0,200.0,5.5,4.26,3.02,6.16,10.0,161.0,6.21,7.57,5.09,11.48,1.11,619.0
308,3.0,99.3,85.3,75.7,69.0,90.7,80.5,73.5,20.2,1.8,0.0,100.0,0.0,100.0,80.0,124.0,64.52,68.65,59.71,76.5,0.0,47.0,0.0,3.59,2.46,5.39,7.0,65.0,10.77,9.71,5.91,15.26,1.07,281.0
309,4.0,100.0,84.0,84.2,86.6,83.3,85.8,74.7,8.5,7.9,0.4,99.3,0.6,99.9,139.0,173.0,80.35,83.51,76.92,89.13,1.0,63.0,1.59,3.74,2.53,5.5,4.0,107.0,3.74,7.08,4.46,11.27,0.85,237.0
310,2.0,85.1,79.2,74.7,75.8,71.7,76.3,64.4,9.4,10.7,0.9,83.2,0.7,100.0,41.0,47.0,87.23,85.97,75.74,93.38,6.790304810870364,15.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,1.0,23.0,4.35,9.42,5.37,16.56,0.69,98.0
311,5.0,99.8,86.0,100.0,97.5,100.0,93.7,100.0,11.6,10.7,0.7,97.2,1.3,98.2,677.0,883.0,76.67,81.95,78.77,84.79,4.0,205.0,1.95,3.47,2.4,4.83,49.0,496.0,9.88,10.32,8.05,13.17,1.07,2029.0
312,3.0,97.5,76.1,77.5,83.7,83.5,86.1,75.4,11.4,20.4,0.5,99.4,0.8,100.0,484.0,610.0,79.34,90.84,86.71,94.13,17.0,404.0,4.21,3.75,2.81,4.96,25.0,283.0,8.83,7.72,5.62,10.32,1.03,674.0
313,3.5,85.2,78.9,82.4,86.1,86.0,92.6,78.6,13.8,10.8,0.0,92.0,0.4,99.6,342.0,419.0,81.62,87.11,83.06,91.0,16.0,243.0,6.58,4.75,3.43,6.55,18.0,150.0,12.0,11.1,7.48,15.54,0.91,536.0
314,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,16.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,3.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,13.0
315,5.0,98.7,72.5,98.0,96.9,97.7,99.4,100.0,13.8,20.1,0.0,98.2,1.7,100.0,533.0,673.0,79.2,90.22,86.95,93.63,16.0,353.0,4.53,3.87,2.88,5.23,45.0,370.0,12.16,10.16,8.17,12.78,1.14,1395.0
316,4.0,99.0,87.2,86.7,87.8,89.7,94.8,85.2,12.4,9.2,0.1,99.5,0.0,100.0,428.0,496.0,86.29,89.95,86.61,92.66,15.0,328.0,4.57,4.34,3.24,5.96,14.0,191.0,7.33,9.57,6.44,13.56,0.94,687.0
317,2.5,98.2,94.7,74.2,56.2,87.7,67.2,62.1,7.2,15.9,0.0,98.2,0.0,100.0,40.0,53.0,75.47,78.07,66.91,87.22,6.790304810870364,12.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,2.0,36.0,5.56,9.74,5.27,17.03,0.88,165.0
318,3.5,96.3,95.2,94.2,90.0,92.1,69.3,80.2,12.3,7.5,0.0,96.8,0.0,100.0,154.0,211.0,72.99,78.91,72.08,84.49,5.0,63.0,7.94,4.21,2.89,5.9,16.0,120.0,13.33,12.3,8.5,17.99,1.07,1038.0
319,2.5,98.7,66.5,65.8,79.6,71.8,75.8,67.3,13.6,12.8,0.5,92.7,0.4,98.6,349.0,458.0,76.2,77.95,73.76,81.3,5.0,103.0,4.85,4.04,2.86,5.63,29.0,206.0,14.08,15.19,11.34,20.59,0.83,678.0
320,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,11.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,4.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,14.0
321,3.5,95.8,86.7,82.6,83.9,83.6,86.4,84.4,13.655686274509806,11.769379084967321,0.4,97.7,0.7,99.4,298.3913561847988,4.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,3.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,3.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,8.0
322,2.0,99.2,98.9,56.7,62.9,64.8,53.6,51.6,13.4,7.4,0.8,100.0,3.0,100.0,279.0,331.0,84.29,87.08,83.01,90.22,3.0,67.0,4.48,3.95,2.78,5.57,22.0,195.0,11.28,12.52,8.86,17.56,1.25,747.0
323,4.0,92.5,81.4,91.5,88.9,92.4,89.0,86.4,15.1,7.0,0.9,98.4,0.8,100.0,587.0,706.0,83.14,84.18,81.23,86.81,4.0,164.0,2.44,3.57,2.49,5.17,40.0,397.0,10.08,12.05,9.23,15.4,0.99,1321.0
324,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
325,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
326,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
327,4.0,97.9,81.0,87.9,87.1,87.8,89.6,82.9,11.3,12.9,0.1,92.9,0.8,98.4,589.0,803.0,73.35,80.59,77.4,83.62,7.0,260.0,2.69,3.51,2.56,4.89,30.0,359.0,8.36,7.88,6.04,10.35,1.02,1246.0
328,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,2.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,3.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.88,148.0
329,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,157.0,182.0,86.26,88.72,82.73,93.06,3.0,54.0,5.56,4.06,2.81,5.65,21.46951219512195,17.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.88,249.0
330,4.0,99.0,58.9,85.0,87.9,85.5,85.4,92.3,13.0,7.5,0.0,93.8,0.0,100.0,580.0,688.0,84.3,88.97,85.99,91.65,6.0,109.0,5.5,4.06,2.81,5.64,42.0,375.0,11.2,11.62,9.05,15.05,1.1,1597.0
331,3.5,96.9,76.5,86.5,81.5,92.7,84.1,88.2,17.8,12.9,0.0,83.8,1.6,99.2,90.0,174.0,51.72,58.28,49.65,66.09,4.0,60.0,6.67,4.1,2.83,5.73,7.0,104.0,6.73,7.49,4.61,11.55,1.09,522.0
332,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
333,2.5,94.1,86.5,71.0,76.3,78.6,86.6,76.4,11.1,7.5,0.4,92.8,0.0,99.7,295.0,416.0,70.91,78.24,73.58,82.5,5.0,142.0,3.52,3.83,2.65,5.38,18.0,257.0,7.0,7.44,5.39,10.36,0.99,525.0
334,2.5,100.0,97.9,63.1,65.8,71.7,100.0,53.2,17.6,4.0,0.0,100.0,0.0,98.6,117.0,125.0,93.6,93.82,88.87,96.81,6.790304810870364,10.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,1.0,51.0,1.96,7.96,4.59,15.08,0.81,159.0
335,3.5,84.7,83.1,82.9,84.5,88.5,100.0,84.3,12.9,10.9,0.1,96.9,0.0,99.7,309.0,427.0,72.37,78.01,73.81,82.02,8.0,274.0,2.92,3.67,2.64,5.16,40.0,208.0,19.23,15.81,12.2,20.08,1.03,792.0
336,3.5,99.7,71.0,84.4,88.0,88.6,85.1,85.2,15.8,10.9,0.3,99.1,0.2,98.1,998.0,1236.0,80.74,82.84,80.46,84.79,17.0,510.0,3.33,4.22,3.18,5.85,51.0,627.0,8.13,9.37,7.35,11.68,0.98,1759.0
337,2.0,88.5,76.9,69.7,74.2,76.3,70.2,68.5,13.655686274509806,11.769379084967321,1.2,93.4,0.4,98.0,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
338,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
339,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
